screen_name,cluster
CarolLyle4,1
bnprime,1
WDjal,1
Minnierolfe1,1
trabulsyeh,1
CSDevNet1,1
theAoU,1
Ear_thling,1
AmazonWatch,1
FSHornschild,1
Michael46830937,1
ecas_europe,1
bangordailynews,1
nunblogger,1
GaiaEducation,1
cocvic,1
ReThePixie,1
CWhitakerSport,1
Paul42980402,1
sustainptn,1
ClydeSpace,1
frackfreelancs,1
HelloTarla,1
mitchellreports,1
aacmicrotec,1
aseitzwald,1
rene_ziegler,1
TomosJones92,1
ACLU_NorCal,1
AdriennePBPA,1
sofiejenkinson,1
JackTorres00,1
melindapdc,1
spconnolly,1
algore,1
jcqle,1
SeattleIndies,1
UNAUSA,1
UNICEFuk_action,1
redforged42,1
NWSSacramento,1
jessepiedfort,1
australian,1
benjaminbutter,1
NewClimateEcon,1
cosaingalway,1
spalhus,1
LeeCamp,1
WorldClimate,1
jembendell,1
CRG_CRM,1
KnutAndersen5,1
katieweeks,1
RichardBurgon,1
SyntheaL,1
HerbertHistory,1
corporateknight,1
Elisa_Raffa,1
NickMolho,1
alohacollege,1
SenMarkey,1
gotonura,1
MPsy1010,1
gradclimateconf,1
grow_ahead,1
ruthvalerio,1
spiderjulie,1
_CFEW,1
biermann_max,1
sbbaines,1
Michalea_King,1
lazeefair,1
WooTube,1
Indiana_EDC,1
McMurchie,1
Flame_Over_,1
ccldfw,1
scijinks,1
goACTA,1
edking_I,1
teresesvoboda,1
RJW373,1
gab_lipton,1
bbcworldservice,1
Greenpeace_MR,1
NoahBakerLong,1
barbchamberlain,1
veeliaxo,1
jeffreymoro,1
iHealthVisiting,1
UN_UniteIdeas,1
MinnInAlliance,1
LadyOfSardines,1
mcmac603,1
Sierra_Magazine,1
AnnPettifor,1
nohemitoobad,1
SLHJoe,1
BowinnMa,1
Green_Europe,1
cjcook20283,1
DrDavidHulme,1
ssteingraber1,1
ASteiner,1
upstatefederlst,1
IanCramer,1
CarlenGateau,1
EPEESecretariat,1
Exotides,1
danielamicheal,1
ocean_climate,1
leemzee,1
BenWessel,1
climateleaf,1
ASCOA,1
ExpatJake,1
peikko763,1
JulieDepenbrock,1
MarDieye,1
StartUpGET,1
CazB52,1
DrShewmake,1
EPAIreland,1
AMHotFlash,1
PrincetonEHS,1
NPR,1
marytait2,1
eshape_eu,1
ChurchofMatenro,1
JulianInsange,1
ejtwister,1
labourlewis,1
sarahforpdx,1
BenRobinsonMV,1
Luisamneubauer,1
Greenwood_Pete,1
milliegu,1
kristinamonllos,1
PaulChapman_,1
tynewrc,1
greenwandsworth,1
LafargeHolcim,1
EnergyLawJeff,1
jaycola,1
iki_bmu,1
FarmingUK,1
ClimateDesk,1
AmitThakerBJP,1
kimbetech,1
acmaycock,1
aglawfoodie,1
susie_ellis9,1
SCantbserious,1
GeorgeDemure,1
firmenich,1
GavinPartridge,1
bayareachuck,1
beyrima,1
WMBtweets,1
opendatacharter,1
PeggySattlerNDP,1
TheGCSP,1
agoraverkehr,1
JorisMeys,1
IUAofficial,1
moscicka_dendys,1
ShirleyCaminiti,1
FoEScot,1
WildernessWatch,1
mary_ng,1
sportsalliance,1
nprpolitics,1
KurtDeketelaere,1
mydakini,1
IMOclimate,1
ZLabe,1
maryannehitt,1
NYRenews,1
RobinEnochs,1
J_Wettengel,1
TrueEyeTheSpy,1
BradZarnett,1
sea_Baugruppe,1
HansLak,1
HeidiHeidiLim,1
EricVolta1,1
curryja,1
PlanB_earth,1
sethbannon,1
BeyondSport,1
ShaneSnook_Wolf,1
copscampaign,1
Giteaux,1
threadreaderapp,1
bill_loveless,1
NGLCC,1
geo_savvidou,1
nettle_alex,1
MaggieHClifford,1
ClimateStick,1
tcadaptations,1
EconofHappiness,1
colinjustin,1
votesolar,1
pixburghgrrl,1
Progresscdn,1
Truthbe46567003,1
bothoren,1
MichaelFrison5,1
greenpeace_de,1
jeanmedavis,1
EmmaKnox4U,1
DannyJohnJules,1
Cryptonary_,1
wittwer_paul,1
LocalPeopleLead,1
BizWriterKristi,1
SonyaDreizler,1
raynise03,1
cpjackson79,1
oxfamcampaigns,1
RRI_eu,1
pippa_koszerek,1
shumeigore,1
EcologyOttawa,1
GoodTechLab,1
pipsuxx,1
urban_wonder,1
esriuk,1
MojKsa_EN,1
RealKav_P,1
ESA_EO,1
NASAHarvest,1
BPC_Bipartisan,1
KareBearScare,1
ClimateKIC,1
MurrayShookchin,1
MiddyRay,1
parents4future,1
FarmForward,1
SoilAssociation,1
MrPhilNorman,1
crisortunity,1
ClimateKICspain,1
thomasnhale,1
mpusto,1
CamFenton,1
StephaniePelley,1
DailyCaller,1
VEI_NL,1
JimDensham,1
SamHersh01,1
United_Bosnia,1
PeteRose1,1
parking_seal,1
mikegalsworthy,1
nytimes,1
WVMali,1
rhodium_group,1
SustainABR,1
oekofuzzi,1
MetOffice_Sci,1
MeghanSkornia,1
AnunaDe,1
pmaidowski,1
GoutamGhosal2,1
LicensedT0Ill,1
RSTMH,1
k_segal,1
Climate4Health,1
sillymickel,1
MarianneEjder,1
ayyarj1,1
FixCircle,1
shiftourpower,1
KeiMacken,1
Citizen_Climate,1
UN4Youth,1
ACSMNews,1
JulienAcosta,1
GERonEconomy,1
CormacNugent,1
JennySelsby,1
marshallmyers53,1
tanyabschwarz,1
VickiMcKenna,1
UAlbanyGreenScn,1
HugoSAS,1
barryjcooke1,1
Zacnaloen,1
oneMaldivian,1
FranAloisio,1
Raysmit9,1
Gtrugs,1
miroirdufou,1
CuffyMeh,1
emily_manns,1
peatyGHG,1
DCarterSLC,1
FossielvrijNL,1
Nials5,1
UMAS_15,1
youthvgov,1
GaynorDan,1
ClubOfRome,1
NWAC_CA,1
emmafmerchant,1
BullisSchool,1
MariolgaParra,1
shannacleveland,1
jjrennie,1
st_left,1
gstew2,1
HelenCRobertson,1
FSR_Energy,1
NumberLens,1
MinkysHighjinks,1
CassandraWaldon,1
EUAmbDanielsson,1
kazahann,1
Allisomething,1
TimChristo,1
rkasturi,1
CCACoalition,1
DrAlexFord,1
karaforcongress,1
vvsg,1
hermit_hwarang,1
payettepeople,1
MENnewsdesk,1
CraigBennett3,1
NRCan,1
IceSheetMike,1
LotharSchueller,1
HorusArisen,1
RealNatalieRowe,1
ClimateHome,1
AnthonyOxon,1
PRI_News,1
saltsea,1
JohnDuda,1
IanakaLil,1
paulgilding,1
emvdn,1
ETEnergyWorld,1
JanssensBert,1
ohboywhatashot,1
Oliver_Geden,1
mythofprogress,1
HollyAPetersen,1
Naparstek,1
peterdaou,1
segenter,1
retail_recruit,1
NLsocialjustice,1
GuardianAus,1
ClimateOfGavin,1
Harkaway,1
jogarfie,1
jeffers6550,1
BbqNino,1
fairplaywomen,1
Amanwy,1
katiecorker,1
Climatearticles,1
franceonu,1
WeAnimals,1
GW4Alliance,1
patiswhereitsat,1
ketan83,1
TheCurrentCBC,1
Oobeleski,1
RealMcGand,1
JamesKneale,1
frackfree_eu,1
SarcasmStardust,1
newint,1
LamontEarth,1
Illango_WB,1
NLatEU,1
PamKehoe,1
ENAREurope,1
soldier4Him,1
SikhFeminist,1
ASmallAMount,1
ThisIsZeroHour,1
RobertIOliver,1
GCIGreenCooling,1
iamcardiffuni,1
Ross_Greer,1
foeireland,1
GoogleNewsInit,1
blmohr,1
sarahohagan8,1
LisaRomanoEDU,1
sonnyboyorange,1
POLITICOEurope,1
spttrial,1
Iberdrola_En,1
Ecotxe_SM,1
livinggreenbarr,1
Bluemarinef,1
MSR_Future,1
TrumpSuperElite,1
OisinCoghlan,1
ecopragmatist,1
YannClough,1
Dounestylee,1
hazel_healy,1
AnnaaFr,1
KingOfLepers,1
mattcooke_uk,1
Florindo_fabio,1
saramsalem,1
think_or_swim,1
RepJasonSmith,1
jakeandmaya,1
bjohnhillary,1
PubAffairsEU,1
rockcock64,1
libdemEdRhymist,1
markoftheD,1
MaREIcentre,1
MarkVinPaul,1
FrankovaTt,1
GeeForce77,1
giz_gmbh,1
JacquelynGill,1
Redbilledchough,1
EnoProgramme,1
JamesGIS,1
urgewald,1
SvenTeske,1
Jersey_Craig,1
RSMUK,1
donnafstelling,1
LUCSUS_LU,1
GreenRupertRead,1
Science_Hooker,1
Chris_JBowman,1
JillMassey,1
Holly_Teine,1
Fern_NGO,1
VariabilityBlog,1
james_trezise,1
nicklurkin,1
studywithashley,1
TimmonsRoberts,1
JeremyCorbyn4PM,1
NEF,1
Bebe111,1
Milliganreports,1
Endie17,1
AgentP22,1
FutSpy,1
aberdeenuni,1
danielmittler,1
KooyongVotes,1
castilloivan108,1
NathanStewartEU,1
guardiannews,1
NAR,1
JohnClarksonGSM,1
Marthalanefox,1
arlenedavila1,1
PaulChatterton9,1
GreenFundRw,1
TeRRIFICA_,1
ShrewsLabour,1
PamMcElwee,1
HonMushimba,1
BobBrownFndn,1
New_Nathan,1
MarleneKeener,1
JonathanCohn,1
ICES_ASC,1
retirewcashflow,1
Glesi6,1
UPC_IR,1
MarineCornelis,1
REAssociation,1
cabotinstitute,1
LouiseTeboul,1
Jacobvanetten,1
Barnesy19,1
Scottludlam,1
DoertheRosenow,1
HagueRoundtable,1
aarwynne,1
ExtremelyMy,1
lauralexx,1
teanau_tuiono,1
cadwego,1
josephmillson,1
beckywynn,1
SeneddResearch,1
MckinleyLynaya,1
mtlgazette,1
MaryStGeorge,1
peeters_kris1,1
AndrewRTDavies,1
ClareDinnisEA,1
AllPlan4,1
SwedeninAL,1
GreenSchoolsIre,1
nuffniceness,1
catherine_v_p,1
SolarPowerEU,1
1millionwomen,1
gemgord,1
DevPathways,1
c_ogburn,1
WCRP_climate,1
RogerHelmerMEP,1
LisaMcLaren2013,1
bvumie,1
davidicke,1
RECIELjournal,1
kmgoodenough,1
RTB_CGIAR,1
ehallissey91,1
alice_venn,1
nclfossilfree,1
FitzgeraldFrncs,1
friends_earth,1
iaeaorg,1
eronblo,1
Andrew_Marcus21,1
timdavies,1
bbforpeace,1
aDissentient,1
asteronomer,1
PolicingInsight,1
ndakaripa,1
VWEOSRAY,1
Cities_Today,1
zabala_eu,1
EdwinSigey_,1
CarlSchlyter,1
ginbat,1
leobarasi,1
DExEUgov,1
UNDP_India,1
storsvedjan,1
FridayForFuture,1
Diem25MCR,1
AmySciTech,1
EmmaCameron9,1
joss_prior,1
matthew25496877,1
di_lungu,1
EcologicBerlin,1
kloweryPwC,1
situationniste,1
ClimateGroup,1
BoschGlobal,0
liisa_sr,1
WM_Global,1
METRO_News,1
JacotheNorth,1
By2020WeRiseUp,1
BrendanM56,1
CmccClimate,1
BristolUni,1
TheBeamMagazine,1
Belmont_Forum,1
thetitusbush,1
lizbonnin,1
ShelaghFogarty,1
tim12rob,1
jar_climate,1
IPBES,1
Infinitedeity73,1
YusufDFI,1
TotnesTessa,1
joernebberg,1
imcmenamin,1
Skylar_Bee,1
Climate_Policy,1
EIB,1
josie360,1
lauriefdparsons,1
Chant_ella,1
Haga_Initiative,1
BrookingsIndia,1
jeffgoodell,1
my_tickr,1
Global_Witness,1
ClimateCLG,1
mitatweets,1
KenY2Ken,1
xr_richmond,1
croakeyblog,1
EhrhartChristof,1
FlorianFlaig,1
acwevans,1
Fortum,1
peacenicsta,1
MeteoRwanda,1
Bankfieldbecky,1
Fedarene,1
8Karayo,1
angeliqueorr,1
mimmymum,1
Wendy_Bacon,1
FIR_FrenchSIF,1
nbstv,1
ConservativeGsg,1
Photaculous,1
jossgarman,1
jarrodmckenna,1
fauldsca,1
Clim2Power,1
350Europe,1
BishopDorking,1
EPIC_India,1
RC_Garrick,1
doug_parr,1
3speeders,1
Thelma710,1
sarahaabel,1
ChristophidouEU,1
HardingMike,1
JoeMoeonoKolio,1
scratchcarddust,1
VixL,1
BradHopwood,1
jimball1000,1
DavidMLammers,1
MuireannNic,1
JohnHannam69,1
enkla,1
d_christianrose,1
richenvironment,1
joinedupthinker,1
CRobertsonUK,1
leosvahnback,1
sujiseam,1
WMOUNHQ,1
piccavet,1
JunaidNyker,1
jaeyoontrash,1
kuhn_reinhard,1
YHGreenParty,1
littlerobbergrl,1
acarrillopineda,1
CoolPlanetExp,1
MrTardigradeUK,1
pascoesabido,1
GeoMColeman,1
DonMeeChoi,1
CarTaxBill,1
InteCmteSGP,1
SwedeninSA,1
roxanabucata,1
andythegreenie,1
JoanSmi54744685,1
HelenClarkNZ,1
PunishedBoomer,1
pswieboda,1
NEON_UK,1
MarkSwivel,1
ahn_writing,1
wendy_hume,1
ne_senas,1
pray2mecca,1
jf_jmf60,1
KatyJenkinsLDR,1
kristin8X,1
Dr_PhilAnderson,1
Zelpapang,1
ImOpenToIt,1
DKAMBinSA,1
_EmmaNavarro,1
eevriviades,1
SDSCdatascience,1
DanVexler,1
StepUpNowEU,1
We_OwnIt,1
dmacthomais,1
The_GreenTank,1
qedigiv,1
KaiterEnless,1
ldemuele,1
peterdnewman,1
transenv,1
Frasergrant,1
gavincorbett,1
yeoperson,1
S2S4E,1
ICLEI_Europe,1
EleanorRylance,1
uarctic,1
tomfinch89,1
teachersforfut1,1
Hepworthclare,1
AmazingChevVolt,1
NjorogeAnnie,1
SirPyecroft,1
WWFLeadWater,1
Jess_Panegyres,1
dpcarrington,1
Antzkiwi,1
YorkGreens,1
BonesUK,1
AustraliaVote,1
ROSAZAMBONINI,1
LeSwiss,1
SandraEckersley,1
bisonsrfc,1
FredPawle,1
mothersriseup,1
sasj,1
ejcnet,1
eumayors,1
neBhasikoro,1
SadrachNirere,1
ConservationWA,1
ShahrarAli,1
LGSpace,1
Innocen85794076,1
DrSJFine,1
UndercoverFC,1
harboroughgreen,1
future_climate,1
19_birkbeck,1
UNSW,1
nettlejelly,1
CRSMOH,1
ShamsherSChauhn,1
CarolineLucas,1
bonnoway,1
RossWayne,1
ChloeFarand,1
meemsaf,1
pgarrett,1
PaulJBelcher,1
CultureDeclares,1
Tom_saunders,1
zosia_brown,1
McrClimateYB,1
zozotaps,1
TraynorBird,1
moose_malloy,1
s_colenbrander,1
OpenFundingNG,1
davidifm,1
ConorJShields,1
NoR3Coalition,1
rdunbar83,1
RwandaMedia,1
aurinkojellona,1
KendalAnimal,1
krishgm,1
Samsonprolific,1
StefanJutterdal,1
MaryFitzger,1
UNSWScience,1
AstheCrowTries,1
johnlittle,1
CainTess,1
zohramoosa,1
xtrand,1
P4F_Eastbourne,1
JanvandeVenis,1
StrataEnvUK,1
hayes_eilish,1
MapScaping,1
AnneleVirtanen,1
sciaf,1
SuffCoastGreens,1
Ktowntslafan,1
maggie3408,1
farmingforever,1
TagliapietraBxl,1
BartlettUCL,1
SheffieldGreens,1
Dr_Ellie,1
davidbent,1
Guli_FD,1
AliceRunning1,1
intpolicydigest,1
fossilheads,1
muratkaragoz10,1
camberto25,1
KimM_C,1
PositiveNewsUK,1
hannahks1,1
DavidW2035,1
PetraAu,1
KerryChipp,1
kitengland,1
saintlywriter,1
FoggyTrails,1
murtazasolangi,1
RealSheilaZ,1
LRoss65543,1
SansoucyPaul,1
thewire_in,1
muso1947,1
Edinburgh_CPB,1
ICCMR2019,1
PuneCliC,1
RaffiTheOwl,1
mather_julia,1
YouthOurPlanet,1
Jordonsteele,1
GatekeepersReef,1
SchmahlNaomi,1
SethDKlein,1
itsnathaliabish,1
GeanneVanArkel,1
EdVanDerWalt,1
NoSafeSpaceReq,1
artists4future,1
skepticscience,1
sherryrehman,1
girichaitanya19,1
olivia_eagan3,1
ZanettiCartoons,1
GlobalFoodTeam,1
OrigamiMarie,1
DianaUrge,1
snowycats,1
sunrisemvmtPHX,1
TeePee141,1
ADanishMan,1
MaddiMcManus,1
Patmeister,1
Maui_Speaks,1
time4thetalk,1
keithbaldrey,1
PeterBerry1075,1
TogetherParty1,1
letsgobois,1
Leigh252425,1
philipcocker,1
ITOSCHRIST,1
Tedthekelpie,1
erinhammond12,1
DanMKervick,1
Sandra_Sully,1
wwaterwatchers,1
annemariayritys,1
WorldBankWater,1
ECthetwit,1
Thorium_232,1
MuftiHamadFazal,1
wspopus,1
arvindpawan1,1
lenoretaylor,1
AdamBandt,1
showermandan,1
murpharoo,1
bethmachlan,1
OnWithLogic,1
c__laiire,1
debbie_claus,1
djspratt,1
IllgTheodore,1
TheBayAreaBuzz,1
iainmarlow,1
stephaniedowric,1
JKelly6000,1
CarmieHagerty,1
climategordon,1
GlytchMeister,1
GrizzlyGovFan,1
HowieHawkins,1
TaylorMooreK,1
alpineharris,1
E8Angels,1
observationpt,1
mstaindl,1
indigenousviet,1
rodneyholmes64,1
judithdschwartz,1
latingle,1
DanJCass,1
jashkenas,1
LetsFishSmarter,1
MooreCharitable,1
BruceBuckman,1
yumcoconutmilk,1
ZeroWasteAsia,1
Bh_Chandra,1
SUHSD,1
BruceBourgoine,1
ThomsonFiji,1
MattHighKick,1
AntoniaZ,1
leppanens_world,1
BeingFarhad,1
bigskyrad,1
gyneth007,1
350Perth,1
JulieColin,1
PeacefulATCK,1
livingcardsmtg,1
JimboStanford,1
lubdha_shah,1
DrHarish_Joshi,1
printtemps,1
uskzba,1
NESPNorthern,1
_PHAA_,1
hanoiXan,1
juoceano,1
marvicleonen,1
mirandadevine,1
CharlesRoy_,1
ericgarcetti,1
Brasilmagic,1
AuConservatives,1
PipelineAction,1
PSETalk,1
JoDodds6,1
el_macs,1
tbigggs,1
CascadiaCAN,1
MartinSeay,1
sarbjitkaur1,1
viequesdynamo,1
